PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
21276792		NA	N	N	Morphologic and proteomic characterization of exosomes released by cultured extravillous trophoblast cells.		N		N	
21343399		Yes	N	N	Gap junction-mediated import of microRNA from bone marrow stromal cells can elicit cell cycle quiescence in breast cancer cells.		N		N	
21362503		NA	N	N	Protein profile of exosomes from trabecular meshwork cells.		N		N	
21373966		NA	N	N	L1 stimulation of human glioma cell motility correlates with FAK activation.		N		N	
21406265		NA	N	N	GP120-specific exosome-targeted T cell-based vaccine capable of stimulating DC- and CD4(+) T-independent CTL responses.		N		Y	
21410811		Yes	Y	Y	Human trophoblast-derived exosomal fibronectin induces pro-inflammatory IL-1β production by macrophages.		Y		Y	
21423189		No	N	N	Delivery of siRNA to the mouse brain by systemic injection of targeted exosomes.		N		N	
21435393		Yes	Y	Y	Microvesicles released from rat adipocytes and harboring glycosylphosphatidylinositol-anchored proteins transfer RNA stimulating lipid synthesis.		Y		Y	
21439085		NA	N	N	Interaction and uptake of exosomes by ovarian cancer cells.		N		N	
21439315		NA	Y	Y	Induction of protective immunity against Eimeria tenella infection using antigen-loaded dendritic cells (DC) and DC-derived exosomes.		Y		Y	
21455179		NA	N	N	Cross-dressed dendritic cells drive memory CD8+ T-cell activation after viral infection.		N		N	
21468952		NA	N	N	Exosome isolation for proteomic analyses and RNA profiling.		N		N	
21505438		Yes	N	N	Unidirectional transfer of microRNA-loaded exosomes from T cells to antigen-presenting cells.		N		N	
21513579		NA	N	N	Enabling a robust scalable manufacturing process for therapeutic exosomes through oncogenic immortalization of human ESC-derived MSCs.		N		Y	
21514161		NA	Y	Y	Amphiregulin exosomes increase cancer cell invasion.		Y		Y	
21533172		Yes	Y	Y	Exosomes released from M. tuberculosis infected cells can suppress IFN-γ mediated activation of naïve macrophages.		Y		Y	
21541969		Yes	N	N	Elevated GnRH receptor expression plus GnRH agonist treatment inhibits the growth of a subset of papillomavirus 18-immortalized human prostate cells.		N		N	
21557262		No	N	N	Proteomic identification of exosomal LRG1: a potential urinary biomarker for detecting NSCLC.		N		N	
21574092		NA	N	N	A combination of exosomes carrying TSA derived from HLA-A2-positive human white buffy coat and polyI:C for use as a subcellular antitumor vaccination.		Y		Y	
21595033		NA	N	N	Proteomic analysis of urinary exosomes from patients of early IgA nephropathy and thin basement membrane nephropathy.		N		N	
21601258		NA	N*	N*	Loss of EpCAM expression in breast cancer derived serum exosomes: role of proteolytic cleavage.		N		N	
21630268		NA	Y	Y	Role of exosomes released by chronic myelogenous leukemia cells in angiogenesis.		Y		Y	
21635979		NA	N	N	Proteomic characterization of thymocyte-derived microvesicles and apoptotic bodies in BALB/c mice.		N		N	
21638509		Yes	N	N	Prostasomal DNA characterization and transfer into human sperm.		N		N	
21642241		NA	N	N	Increased microRNA-1 and microRNA-133a levels in serum of patients with cardiovascular disease indicate myocardial damage.		N		N	
21651777		NA	N	N	Body fluid derived exosomes as a novel template for clinical diagnostics.		N		N	
21721029		Yes	Y	Y	Intercellular nanovesicle-mediated microRNA transfer: a mechanism of environmental modulation of hepatocellular cancer cell growth.		Y		Y	
21734072		NA	N	N	Insulinoma-released exosomes or microparticles are immunostimulatory and can activate autoreactive T cells spontaneously developed in nonobese diabetic mice.		N		Y	
21741384		NA	N	N	A filtration-based protocol to isolate human plasma membrane-derived vesicles and exosomes from blood plasma.		N		N	
21768396		NA	N	N	Cutting edge: HLA-DO impairs the incorporation of HLA-DM into exosomes.		N		N	
21778410		NA	N	N	Quantitative proteomics and dynamic imaging of the nucleolus reveal distinct responses to UV and ionizing radiation.		N		N	
21789232		NA	Y	Y	Exosome-producing follicle associated epithelium is not involved in uptake of PrPd from the gut of sheep (Ovis aries): an ultrastructural study.		N		Y	
21799736		Yes	Y	Y	Nanovesicles from Malassezia sympodialis and host exosomes induce cytokine responses--novel mechanisms for host-microbe interactions in atopic eczema.		Y		Y	
21814169		NA	N	N	Renal tubular dysfunction in patients with American cutaneous leishmaniasis.		N		N	
21829629		NA	Y	Y	Tumor-derived exosomes confer antigen-specific immunosuppression in a murine delayed-type hypersensitivity model.		Y		Y	
21846196		NA	Y	Y	Induction of a tumour-specific CTL response by exosomes isolated from heat-treated malignant ascites of gastric cancer patients.		Y		Y	
21855666		No	Y	Y	Viral miRNAs exploiting the endosomal-exosomal pathway for intercellular cross-talk and immune evasion.		Y		N	
21892318		NA	N	N*	Exvivo experiments of human ovarian cancer ascites-derived exosomes presented by dendritic cells derived from umbilical cord blood for immunotherapy treatment.		Y		Y	
21898221		NA	N	N	Isolation of exosomes for subsequent mRNA, MicroRNA, and protein profiling.		N		N	
21901833		NA	N	N	Proteomics analyses of microvesicles released by Drosophila Kc167 and S2 cells.		N		N	
21915303		Yes	Y	Y	Detachment of breast tumor cells induces rapid secretion of exosomes which subsequently mediate cellular adhesion and spreading.		Y		Y	
21932222		No	N	N	Exosome nanotechnology: an emerging paradigm shift in drug delivery: exploitation of exosome nanovesicles for systemic in vivo delivery of RNAi heralds new horizons for drug delivery across biological barriers.		N		N	
21981726		NA	N	N	Validation of flow cytometric detection of platelet microparticles and liposomes by atomic force microscopy.		N		N	
22021705		NA	N	N	Epitope-tagged Pkhd1 tracks the processing, secretion, and localization of fibrocystin.		N		N	
22022385		NA	N	N	EBV-gp350 confers B-cell tropism to tailored exosomes and is a neo-antigen in normal and malignant B cells--a new option for the treatment of B-CLL.		Y?		Y	
22025668		NA	N	N	Exosomal transmission of functional aquaporin 2 in kidney cortical collecting duct cells.		Y		N	
22031862		Yes	N	N	Mechanism of transfer of functional microRNAs between mouse dendritic cells via exosomes.		Y		N	
22044191		NA	N	N	MHC class I dimer formation by alteration of the cellular redox environment and induction of apoptosis.		N		N	
22045359		No	N	N	Tumor-derived exosomes as mediators of disease and potential diagnostic biomarkers.		N		Y	
22046311		NA	Y	Y	Exosomes from Plasmodium yoelii-infected reticulocytes protect mice from lethal infections.		Y		Y	
22057275		NA	N	N	Exosome-associated tau is secreted in tauopathy models and is selectively phosphorylated in cerebrospinal fluid in early Alzheimer disease.		N		Y	
22067905		Yes	N	N	Tumor cell cross talk with tumor-associated leukocytes leads to induction of tumor exosomal fibronectin and promotes tumor progression.		N		N	
22076591		NA	N	N	Urinary exosomal WT1 in childhood nephrotic syndrome.		N		N	
22116803		NA	N	N	Cell-secreted vesicles in equine ovarian follicular fluid contain miRNAs and proteins: a possible new form of cell communication within the ovarian follicle.		N		N	
22129587		NA	N	N	Bovine milk exosome proteome.		N		N	
22144073		Yes	Y	Y	Exosomes as extrapulmonary signaling conveyors for nanoparticle-induced systemic immune activation.		Y		Y	
22198713		NA	N	N	Hepatic cell-to-cell transmission of small silencing RNA can extend the therapeutic reach of RNA interference (RNAi).		N		N	
22203239		Yes	Y	Y	Exosomes released by K562 chronic myeloid leukemia cells promote angiogenesis in a Src-dependent fashion.		Y		Y	
22211110		NA	N	N	Immune-related microRNAs are abundant in breast milk exosomes.		Y		N	
22221959		NA	N	N	Identification and proteomic profiling of exosomes in human cerebrospinal fluid.		N		N	
22236307		No	N	N	Blood-borne macrophage-neural cell interactions hitchhike on endosome networks for cell-based nanozyme brain delivery.		N		N	
22285593		NA	N	N	Comparison of ultracentrifugation, density gradient separation, and immunoaffinity capture methods for isolating human colon cancer cell line LIM1863-derived exosomes.		N		N	
22303391		Yes	N	N	Unraveling the Mystery of Cancer by Secretory microRNA: Horizontal microRNA Transfer between Living Cells.		N		N	
22313335		NA	N	N	Luminal decoration of blood vessels by activated perivasal mast cells in allergic rhinitis.		N		N	
22314290		No	N	N	Microvesicle-associated AAV vector as a novel gene delivery system.		N		N	
22348503		NA	N	N	Nanoparticle tracking analysis monitors microvesicle and exosome secretion from immune cells.		N		N	
22354026		NA	Y	Y	Induction of protective immunity against Eimeria tenella, Eimeria maxima, and Eimeria acervulina infections using dendritic cell-derived exosomes.		Y		Y	
22399603		NA	N	N	Proteomic analysis of exosome-like vesicles derived from breast cancer cells.		N		N	
22402490		NA	N	N	Air2p is critical for the assembly and RNA-binding of the TRAMP complex and the KOW domain of Mtr4p is crucial for exosome activation.		N		N	
22418980		No	N	N	A multiplex quantitative proteomics strategy for protein biomarker studies in urinary exosomes.		N		N	
22424315		NA	N	N	Importance of RNA isolation methods for analysis of exosomal RNA: evaluation of different methods.		N		N	
22427800		NA	N	N	The majority of microRNAs detectable in serum and saliva is concentrated in exosomes.		N		N	
22446542		NA	Y	Y	Secretion of αB-Crystallin via exosomes: New clues to the function of human retinal pigment epithelium.		Y		Y	
22470417		NA	N	N	Circulating hepatitis B surface antigen particles carry hepatocellular microRNAs.		N		N	
22484292		NA	N	N	Novel CD8+ T cell-based vaccine stimulates Gp120-specific CTL responses leading to therapeutic and long-term immunity in transgenic HLA-A2 mice.		N		N	
22496370		Yes	N	N	Paired helical filaments from Alzheimer disease brain induce intracellular accumulation of Tau protein in aggresomes.		N		N	
22506041		NA	Y	Y	Cardiomyocyte microvesicles contain DNA/RNA and convey biological messages to target cells.		N		Y	
22506888		No	N	N	Exosomal RNA as biomarkers and the therapeutic potential of exosome vectors.		N		Y	
22532571		NA	Y	Y	Astrocytes secrete exosomes enriched with proapoptotic ceramide and prostate apoptosis response 4 (PAR-4): potential mechanism of apoptosis induction in Alzheimer disease (AD).		Y		Y	
22554680		Yes	N	N	Membrane transfer from oocyte to sperm occurs in two CD9-independent ways that do not supply the fertilising ability of Cd9-deleted oocytes.		N		N	
22557979		NA	Y	Y	Emerging roles of exosomes in neuron-glia communication.		Y		Y	
22559272		NA	Y	Y	Exosome-delivered microRNAs of "chromosome 19 microRNA cluster" as immunomodulators in pregnancy and tumorigenesis.		Y		Y	
22563321		Yes	Y	Y	Exosomes: vehicles for the transfer of toxic proteins associated with neurodegenerative diseases?		N		Y	
22566856		NA	Y	Y	Microparticles as immune regulators in infectious disease - an opinion.		N?		Y	
22566928		NA	N	N	Mast cell synapses and exosomes: membrane contacts for information exchange.		N		N	
22574859		NA	N	N	The myxovirus-resistance protein, MX1, is a component of exosomes secreted by uterine epithelial cells.		Y		N	
22581926		NA	N	N	Sonic hedgehog-modified human CD34+ cells preserve cardiac function after acute myocardial infarction.		N		N	
22585423		NA	N	N	Exosomes in Cancer Microenvironment and Beyond: have we Overlooked these Extracellular Messengers?		N		N	
22585706		NA	Y	Y	Plasma-derived MHC class II+ exosomes from tumor-bearing mice suppress tumor antigen-specific immune responses.		Y		Y	
22605481		Yes	Y	Y	Exosome-mediated transfer of miR-133b from multipotent mesenchymal stromal cells to neural cells contributes to neurite outgrowth.		Y		Y	
22612287		NA	Y	Y	Possible role of exosomes containing RNA in mediating nontargeted effect of ionizing radiation.		Y		N	
22635005		NA	Y	Y	Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.		Y		Y	
22643973		NA	N	N	Validation of a novel secretion modification region (SMR) of HIV-1 Nef using cohort sequence analysis and molecular modeling.		N		N	
22654762		NA	Y	Y	Emerging role of neuronal exosomes in the central nervous system.		Y		Y	
22674628		Yes	Y	Y	Nanoparticle-induced exosomes target antigen-presenting cells to initiate Th1-type immune activation.		Y		Y	
22691960		NA	N	N	Nanoparticle analysis of circulating cell-derived vesicles in ovarian cancer patients.		N		N	
22707941		Yes	N	N	Transfer of vesicles from schwann cells to axons: a novel mechanism of communication in the peripheral nervous system.		N		Y	
22711894		NA	Y	Y	Biochemical and biologic characterization of exosomes and microvesicles as facilitators of HIV-1 infection in macrophages.		N		Y	
22723519		NA	Y	Y	Exosomes isolated from mycobacteria-infected mice or cultured macrophages can recruit and activate immune cells in vitro and in vivo.		Y		Y	
22728313		NA	Y	Y	Toward tailored exosomes: the exosomal tetraspanin web contributes to target cell selection.		Y?		N	
22733780		NA	N	N	Mapping the HLA-DO/HLA-DM complex by FRET and mutagenesis.		N		N	
22740476		Yes	N	N	Restoration of full-length APC protein in SW480 colon cancer cells induces exosome-mediated secretion of DKK-4.		Y		N	
22753494		Yes	N	N	MicroRNAs bind to Toll-like receptors to induce prometastatic inflammatory response.		N		N	
22767229		Yes	N	N	Prion-infected cells regulate the release of exosomes with distinct ultrastructural features.		N		N	
22783199		NA	Y	Y	Potential contribution of exosomes to the prion-like propagation of lesions in Alzheimer's disease.		Y		N	
22785357		NA	N	N	Comparison of methods for isolating exosomes from bovine milk.		N		N	
22797057		NA	Y	Y	Leukemia cell to endothelial cell communication via exosomal miRNAs.		Y		Y	
22828416		NA	Y	Y	Tissue factor-bearing exosome secretion from human mechanically stimulated bronchial epithelial cells in vitro and in vivo.		N		Y	
22842014		NA	N	N	Effects of subtoxic concentrations of TiO2 and ZnO nanoparticles on human lymphocytes, dendritic cells and exosome production.		N		N	
22851731		No	N	N	The phosphorylated sodium chloride cotransporter in urinary exosomes is superior to prostasin as a marker for aldosteronism.		N		N	
